id,Nombre,datasketch,pacifista,ojoalapaz,indepaz,ONU,Defensoria,Unidad de Victimas,Somos Defensores,Cinep. Noche y Niebla,CODHES,Colectivo de Abogados José Alvear Restrepo Cajar,Género,Fecha,Municipio,Departamento,Tipo de líder,Cargo,Móvil,Otros,Fuentes
edmiro-leon-alzate,Edmiro León Alzate,si,NA,si,si,si,NA,NA,si,NA,NA,NA,M,2017-01-12,Sonsón,Antioquia,Líder campesino o agrario,,,,http://www.kavilando.org/index.php/2013-10-13-19-52-10/confllicto-social-y-paz/5211-nuestra-solidaridad-y-apoyo-a-la-familia-de-edmiro-leon-alzate-reconocido-lider-del-oriente-antioqueno; http://www.udea.edu.co/wps/portal/udea/web/inicio/udea-noticias/udea-noticia/!ut/p/z0/fYy9CsJAEIRfxSZl2DPGU8tgIYiFhUiyjSy5w6xebvNzivj0JlqIjc0wM3wzgJADerrzmQKLJzfkAvVpuVon0yxVO6VTrTK9T-eLZDM7HBVsAf8DwwNf2hYzwFJ8sI8AeSNdIHczliJF_W-qpLYfP-rES-CSqY_Ue-3ZyEh9615KtoZMpKypuZPYWfExuScFC80VixfoKGMd/
emilsen-manyoma,Emilsen Manyoma,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-01-14,Buenaventura,Valle del Cauca,Líder comunitario,Lideresa de Derechos Humanos del Bajo Calima y pertenecía a la Red Conpaz,"Los cadáveres de Emilsen Manyoma y su esposo, que se encontraron en un avanzado estado de descomposición, fueron hallados en una zona selvática al lado de la vía férrea de Buenaventura, en la vereda El Limonar del Barrio El Progreso",,https://www.elespectador.com/noticias/judicial/emilsen-manyoma-otra-defensora-de-derechos-humanos-ases-articulo-675257
joe-javier-rodallega,Joe Javier Rodallega,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-14,Buenaventura,Valle del Cauca,Líder comunitario,,,,https://www.elespectador.com/noticias/judicial/emilsen-manyoma-otra-defensora-de-derechos-humanos-ases-articulo-675257
angel-yunda,Ángel Yunda,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-15,Suárez,Cauca,Líder indígena,Agricultor proveniente del Resguardo de Honduras municipio de Morales.,"A Jairo Andrés Mosquera y a Ángel Yunda, los encontraron muertos en el municipio de Suaréz con heridas producidas por un arma de fuego (pistola 9mm)",,http://caracol.com.co/emisora/2017/01/18/popayan/1484738545_029607.html
jairo-andres-mosquera,Jairo Andrés Mosquera,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-15,Suárez,Cauca,Líder comunitario,,,,http://caracol.com.co/emisora/2017/01/18/popayan/1484738545_029607.html
nelly-amaya-perez,Nelly Amaya Perez,NA,NA,si,si,NA,NA,NA,si,NA,NA,si,F,2017-01-17,San Calixto,Norte de Santander,Líder comunal,Pesidente de la Junta de la Acción Comunal del barrio Guamalito en el municipio de San Calixto,Fue asesinada con múltiples impactos de arma de fuego,,"http://prensarural.org/spip/spip.php?article18501
http://www.elespectador.com/noticias/nacional/investigan-crimen-de-dos-mujeres-norte-de-santander-articulo-611170"
everto-julio-quinonez,Everto Julio Quiñonez Miranda,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-17,Puerto Libertador,Córdoba,Líder campesino o agrario,,,,http://radiomacondo.fm/2017/01/22/rechazamos-asesinato-campesinos-sur-cordoba/
faiver-ceron-gomez,Faiver Cerón Gómez,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-01-18,Mercaderes,Cauca,Líder comunal,,,,"http://caracol.com.co/emisora/2017/02/19/popayan/1487512799_551026.html; http://www.elespectador.com/noticias/nacional/cauca/asesinado-otro-lider-social-en-cauca-articulo-680699 
"
fredys-cogollo-mora,Fredys Cogollo Mora,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-19,Puerto Libertador,Córdoba,Líder campesino o agrario,,,,http://radiomacondo.fm/2017/01/22/rechazamos-asesinato-campesinos-sur-cordoba/
marcelino-pastrana-fernandez,Marcelino Pastrana Fernández,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-19,Puerto Libertador,Córdoba,Líder comunal,,,,http://radiomacondo.fm/2017/01/22/rechazamos-asesinato-campesinos-sur-cordoba/
gustavo-alberto-suarez,Gustavo Alberto Suárez Osorio,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-22,Jardín,Antioquia,Líder campesino o agrario,,,,http://www.pressreader.com/colombia/el-colombiano/20170125/281977492336541l https://www.elespectador.com/noticias/judicial/asesinan-lideresa-social-en-antioquia-articulo-679065
carlos-yama,Carlos Yama,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-24,San Miguel,Putumayo,Líder campesino o agrario,,,,http://radiomacondo.fm/2017/02/02/denuncias-amenazas-lideres-sociales-putumayo/; http://www.resumenlatinoamericano.org/2017/02/01/colombia-aumentan-amenazas-contra-lideres-sociales-en-putumayo/
john-fredy-concha,John Fredy Concha,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-24,Cali,Valle del Cauca,Líder comunitario,,,,http://www.elpais.com.co/judicial/asesinan-a-abogado-penalista-en-el-barrio-san-fernando-sur-de-cali.html; https://noticias.caracoltv.com/cali/abogado-penalista-murio-tras-ataque-bala-en-su-vivienda-en-sur-de-cali
hernando-murillo-armijo,Hernando Murillo Armijo,si,NA,si,si,si,NA,NA,si,NA,NA,NA,M,2017-01-25,Santa Cecilia,Risaralda,Líder comunal,,,,http://caracol.com.co/emisora/2017/01/26/pereira/1485451886_128163.html
yoryanis-isabel-bernal,Yoryanis Isabel Bernal Varela,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-01-26,Valledupar,Cesar,Líder indígena,Defensora de los derechos de la mujer Wiwa,Asesinada de un disparo en la cabeza,,https://www.elheraldo.co/cesar/mujer-asesinada-en-valledupar-era-lider-wiwa-defensora-de-derechos-humanos-323624
porfirio-jaramillo-botagallo,Porfirio Jaramillo Botagallo,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-01-29,Turbo,Antioquia,Líder campesino o agrario,,,,"http://www.elpais.com.co/colombia/asesinan-a-lider-social-reclamante-de-tierras-en-turbo-antioquia.html; http://www.noticiasrcn.com/nacional-gente/porfirio-jaramillo-otro-lider-campesino-asesinado-el-uraba 
"
miguel-angel-hoyos,Miguel Ángel Hoyos,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-02-02,Cartago,Valle del Cauca,Líder campesino o agrario,,,,http://www.elpais.com.co/judicial/lider-cafetero-fue-asesinado-en-cartago-norte-del-valle.html; http://www.ciudadregion.com/justicia/lider-cafetero-resulto-herido-tras-atentado-sicarial-cartago_1450321627
edilberto-cantillo-mesa,Edilberto Cantillo Mesa,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-02-05,El Copey,Cesar,Líder campesino o agrario,,,,http://elpilon.com.co/matan-lider-comunitario-copey/; https://verdadabierta.com/otro-asesinato-de-un-lider-en-cesar-que-sucede/
jose-arbey-mensa,Jose Arbey Mensa,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-02-05,Santander de Quilichao,Cauca,Líder indígena,,,,https://www.proclamadelcauca.com/asesinaron-dos-jovenes-quilichao/
leonardo-cano,Leonardo Cano,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-02-06,Suárez,Cauca,Líder indígena,,,,http://www.wradio.com.co/noticias/regionales/denuncian-asesinato-del-esposo-de-una-lider-indigena-en-cauca/20170209/nota/3379130.aspx; http://www.radiosuperpopayan.com/2017/02/10/asesinan-al-esposo-tesorera-del-cabildo-cerro-tijeras/
luz-herminia-olarte,Luz Herminia Olarte,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,F,2017-02-07,Yarumal,Antioquia,Líder comunal,"Miembro de la Junta de Acción Comunal de la vereda Las Cruces del corregimiento El Llano, de Yarumal","A las diez de la mañana del sábado 4 de febrero, unos perros cazadores encontraron a Luz Herminia Olarte muerta, enterrada boca abajo en una zona boscosa de la misma vereda, con la sudadera a la altura de las rodillas, con cortes de machete en el cuerpo y degollada, al parecer, con la misma arma.",,http://www.udea.edu.co/wps/portal/udea/web/inicio/udea-noticias/udea-noticia/!ut/p/z0/fYy9CsJAEIRfxSZl2FXjqWWwEMTCQiS5RpbcYVYvt_m5iPj0JlqIjc0wM3wzoCED7enOFwosntyQc63Oq_VmNk0T3KNKFKbqkCyWs-38eELYgf4PDA98bRqdgi7EB_sIkNXSBnK9sRQhdb-plMp-_KgTL4ELpi7C99qzkZH61p0UbA2ZCF3_jEvbVuyZYnHUBgv1TecvsVCV4g!!/
danna-mendez-berrio,Danna Méndez Berrío,si,NA,NA,NA,si,NA,NA,si,NA,NA,NA,T,2017-02-11,Chaparral,Tolima,Líder LGBTI,Miembro de la ONG Chaparral Diversa,"Fue hallada muerta, en avanzado estado de descomposición y con signos de tortura y abuso sexual",,http://www.eltiempo.com/datos/asesinatos-de-lideres-y-defensores-de-derechos-humanos-122780
anuar-alegria,Anuar Alegría,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-02-12,El Tambo,Cauca,Líder comunitario,,Iba con su esposa en moto cuando fueron interceptados por hombres armados quienes los inmovilizaron y le propinaron varios disparos que acabaron con la vida de ambos.,,https://noticias.caracoltv.com/cali/conmocion-en-cauca-por-asesinato-de-auxiliar-de-enfermeria-y-lider-de-la-region; http://enlineapopayan.com/sigue-la-racha-de-asesinatos-en-el-cauca/; http://hsbnoticias.com/noticias/judicial/asesinan-pareja-de-esposos-en-el-tambo-275652
erika-yisel-galindez,Érika Yisel Galindez,si,NA,si,si,NA,NA,NA,NA,NA,NA,NA,F,2017-02-13,El Tambo,Cauca,Líder comunitario,Auxiliar de enfermería,"Se encontraba junto a su esposo, cuando fueron interceptados y asesinados con arma de fuego",,https://noticias.caracoltv.com/cali/conmocion-en-cauca-por-asesinato-de-auxiliar-de-enfermeria-y-lider-de-la-region
eberto-julio-gomez,Eberto Julio Gómez Mora,si,NA,NA,NA,si,NA,NA,si,NA,NA,NA,M,2017-02-16,Cáceres,Antioquia,Líder comunal,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf; https://hrdmemorial.org/es/hrdrecord/eberto-julio-gomez-mora/
wilfredy-gomez-norena,Wilfredy Gómez Noreña,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-02-21,Bogotá,Bogotá,Líder comunitario,,,,http://www.eltiempo.com/bogota/video/asesinan-a-lider-comunal-en-usme/16827525
wilmer-de-jesus-montoya,Wilmer de Jesús Montoya,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-02-22,Corinto,Cauca,Líder comunitario,,,,http://hsbnoticias.com/noticias/judicial/asesinan-lider-social-en-corinto-278949
cesar-augusto-parra,César Augusto Parra,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-02-22,La Dorada,Caldas,Líder comunitario,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
luis-carlos-falla,Luis Carlos Falla Lozano,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,NA,M,2017-02-23,Florencia,Caquetá,Líder comunitario,,,,http://www.tucaqueta.com/judiciales/lo-asesinaron-sacaba-una-fotocopia-al-norte-florencia/; http://www.lanacion.com.co/2017/06/09/gustavo-adolfo-capturado-por-asesinato-de-un-exconcejal/
eder-cuetia-conda,Éder Cuetia Conda,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-02-26,Corinto,Cauca,Líder indígena,,,,http://pacifista.co/estos-son-los-22-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/
leonidas-gonzalez-perez,Leonidas González Pérez,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-02-27,Bello,Antioquia,Líder comunitario,,,,https://noticias.caracoltv.com/medellin/el-periodista-leonidas-gonzalez-habia-sido-amenazado-mesa-de-derechos-humanos
ruth-alicia-lopez,Ruth Alicia López Guisao,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-03-02,Medellín,Antioquia,Líder campesino o agrario,Acompañaba el proyecto de la Cumbre Agraria en el departamento colombiano del Chocó,Fue asesinada en un taxi,,http://www.telesurtv.net/news/Asesinan-a-la-lider-social-Alicia-Lopez-Guisao-en-Colombia-20170302-0049.html
fabian-antonio-rivera,Fabián Antonio Rivera Arroyave,si,si,si,si,NA,NA,NA,si,NA,NA,NA,M,2017-03-02,Bello,Antioquia,Líder comunal,,,,"http://pacifista.co/estos-son-los-29-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/; http://www.telesurtv.net/news/Otro-lider-social-asesinado-en-el-municipio-Bello-en-Colombia--20170303-0050.html 
"
luz-angela-anzola,Luz Ángela Anzola Tejedor,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,F,2017-03-05,Mesetas,Meta,Líder sindical,Miembro del Partido Comunista y del Sindicato de Trabajadores Agrícolas Independientes del Meta (SINTRAGRIM),Personas encapuchadas y armadas llegaron a su vivienda y atentaron contra su vida,,"https://www.telesurtv.net/news/Dos-nuevos-lideres-campesinos-asesinados-en-Meta-Colombia-20170306-0057.html; http://www.contagioradio.com/asesinados-dos-integrantes-del-sindicato-de-trabajadores-agricolas-en-el-meta-articulo-37307/; http://hsbnoticias.com/noticias/judicial/conmocion-en-mesetas-meta-por-el-asesinato-de-dos-hermanos-287323

"
jose-antonio-anzola,José Antonio Anzola Tejedor,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-03-05,Mesetas,Meta,Líder sindical,,,,"https://www.telesurtv.net/news/Dos-nuevos-lideres-campesinos-asesinados-en-Meta-Colombia-20170306-0057.html; http://www.contagioradio.com/asesinados-dos-integrantes-del-sindicato-de-trabajadores-agricolas-en-el-meta-articulo-37307/; http://hsbnoticias.com/noticias/judicial/conmocion-en-mesetas-meta-por-el-asesinato-de-dos-hermanos-287323

"
javier-oteca-pilcue,Javier Oteca Pilcue,si,si,si,NA,NA,NA,NA,si,NA,NA,NA,M,2017-03-22,Corinto,Cauca,Líder indígena,,,,"http://pacifista.co/estos-son-los-29-los-lideres-sociales-asesinados-desde-el-inicio-de-la-implementacion/; https://colombiaplural.com/asesinado-comunero-nasa-corinto/
"
albenio-isaias-rosero,Albenio Isaias Rosero,si,si,si,NA,si,NA,NA,si,NA,NA,NA,M,2017-03-27,Valle del Guamuez,Putumayo,Líder comunal,Junta de Acción Comunal de la vereda La Unión del municipio de Guamuéz en Putumayo,"Rosero fue asesinado en la madrugada del 27 de marzo de 2017 en la vereda El Afilador del municipio del Valle del Guamuez, Putumayo.",,http://pacifista.co/45-lideres-sociales-asesinados-inicio-implementacion/; https://colombiareports.com/another-community-leader-assassinated-colombia-28-since-peace-process-began/; http://rutasdelconflicto.com/tras-el-acuerdo/node/59
chilito-munoz,Chilito Muñoz,si,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2017-03-31,Sucre,Cauca,Líder comunitario,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf; http://www.wradio.com.co/noticias/regionales/investigan-homicidio-de-un-docente-en-sucre-cauca/20170403/nota/3426230.aspx; http://www.contagioradio.com/asesinado-jairo-chilito-profesor-de-asoinca-articulo-38685/
eliver-buitrago,Eliver Buitrago,si,si,si,NA,si,NA,NA,si,NA,NA,NA,M,2017-04-02,Mesetas,Meta,Líder comunal,,,,http://pacifista.co/otro-lider-asesinado-matan-a-un-dirigente-comunal-en-meta/; http://www.rcnradio.com/locales/asesinado-lider-social-mesetas-meta/; http://www.contagioradio.com/asesinado-presidente-de-la-junta-de-accion-comunal-en-buenos-aires-meta-articulo-38775/
josefina-cuetia-ramos,Josefina Cuetia Ramos,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2017-04-04,Jambaló,Cauca,Líder indígena,"Comunera del resguardo indígena de Jambaló, Oriente del Cauca",Fue atacada por sujetos armados,,http://www.radio1040am.com/paginas/jambalo-cauca-colombia http://www.onic.org.co/comunicados-regionales/1744-autoridades-del-acin-cxhab-wala-kiwe-reactivan-control-territorial-en-el-norte-del-cauca
gustavo-ortega,Gustavo Ortega,NA,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,M,2017-04-04,Barranquilla,Atlántico,Líder comunitario,Miembro,Ataque en sitio publico,NA,http://caracol.com.co/emisora/2017/09/01/barranquilla/1504269699_664240.html
jeiler-chala,Jeiler Chalá,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-04-04,Pedeguita,Chocó,Líder comunitario,,,,"http://radiomacondo.fm/2017/04/06/paramilitares-asesinan-lider-domingodo/; https://www.justiciaypazcolombia.com/paramilitares-asesinan-a-lider-de-domingodo/
"
camilo-alberto-pinzon,Camilo Alberto Pinzón Galeano,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-04-05,San Martín,Meta,Líder comunal,,,,"https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf; https://www.rcnradio.com/colombia/llanos/asesinaron-dirigente-comunal-san-martin-meta 
"
nolberto-lozada-ramon,Nolberto Lozada Ramón,NA,NA,NA,NA,si,NA,NA,si,NA,NA,NA,M,2017-04-09,Florencia,Caquetá,Líder comunal,,,,https://reliefweb.int/report/colombia/frontline-defenders-annual-report-2017
ever-goyes,Ever Goyes,NA,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-04-16,Ricaurte,Nariño,Líder indígena,Miembro del resguardo de Pulgande Tronqueria Palicito del Municipio de Barbacoas,"Fue asesinado por tres impactos de bala el domingo 16 de abril de 2017, siendo las 2 p.m, en el sector denominado Cartagena, ubicado en el Municipio de Ricaurte.",,http://www.onic.org.co/comunicados-regionales/1771-el-exterminio-contra-nuestro-pueblo-indigena-awa-continua; http://www.elcolombiano.com/colombia/paz-y-derechos-humanos/ola-de-asesinatos-de-indigenas-en-colombia-CF6373343
jhonny-marcelo-cuajiboy,Jhonny Marcelo Cuajiboy Pascal,NA,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-04-16,Tumaco,Nariño,Líder indígena,,,,"http://www.onic.org.co/comunicados-regionales/1771-el-exterminio-contra-nuestro-pueblo-indigena-awa-continua; http://www.elcolombiano.com/colombia/paz-y-derechos-humanos/ola-de-asesinatos-de-indigenas-en-colombia-CF6373343 
"
pedro-nel-pai,Pedro Nel Pai Pascal,NA,NA,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-04-16,Tumaco,Nariño,Líder indígena,,,,"http://www.onic.org.co/comunicados-regionales/1771-el-exterminio-contra-nuestro-pueblo-indigena-awa-continua; http://www.elcolombiano.com/colombia/paz-y-derechos-humanos/ola-de-asesinatos-de-indigenas-en-colombia-CF6373343 
"
rubiela-sanchez-vanegas,Rubiela Sanchéz Vanegas,si,si,si,si,si,NA,NA,si,NA,NA,NA,F,2017-04-18,San Vicente Ferrer,Antioquia,Líder comunitario,,Regresaba a su casa luego realizar sus faenas agrícolas cuando fue interceptada por varios hombres que le propinaron cuatro tiros,,http://caracol.com.co/emisora/2017/04/20/medellin/1492687529_249999.html; http://www.udea.edu.co/wps/portal/udea/web/inicio/udea-noticias/udea-noticia/!ut/p/z0/fYwxD4IwFIT_igsjeRWx6kgcTIyDgzHQxTzbRp7CK9BijL9e0MG4uFy-u9wdKMhBMd7pgoEcYzX4QsnTcrVOplkqdkKmUmRyn84XyWZ2OArYgvpfGB7o2rYqA6UdB_sIkDeuC1j1xmIk0P-60tX2w6NO2AXShD4S7zWTcWPrG3unyRo0kej6M9kKY4-sS_uMNdbEGHAAj9DcVPECcyTUuA!!/
gerson-acosta-salazar,Gerson Acosta Salazar,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-04-19,Timbío,Cauca,Líder indígena,,,,https://www.elespectador.com/noticias/judicial/asesinan-gerson-acosta-salazar-lider-indigena-del-cauca-articulo-690047; http://www.onic.org.co/comunicados-regionales/1770-asesinado-el-gobernador-indigena-del-resguardo-kite-kiwe-del-cauca-gerson-acosta
severino-grueso-caicedo,Severino Grueso Caicedo,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-04-21,El Cerrito,Valle del Cauca,Líder comunal,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf; https://noticias.caracoltv.com/cali/asesinan-lider-comunal-que-habia-denunciado-unos-expendedores-de-alucinogenos-en-el-cerrito
mauro-talaga-campo,Mauro Tálaga Campo,NA,NA,NA,si,NA,NA,si,NA,NA,NA,NA,M,2017-04-23,El Tambo,Cauca,Líder comunal,,,,http://www.radio1040am.com/paginas/muertes-violentas-cauca-abril
diego-fernando-rodriguez,Diego Fernando Rodríguez,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-04-27,Cauca,Cauca,Líder afrodescendiente,,,,"http://www.eltiempo.com/colombia/cali/otro-lider-social-fue-asesinado-en-el-sur-del-cauca-82388; http://www.elpais.com.co/judicial/conmocion-en-vereda-del-cauca-por-otro-asesinato-a-lider-social.html 
"
jose-manuel-pushaina,Jose Manuel Pushaina,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-04-27,Fonseca,La Guajira,Líder indígena,,,,http://www.periodicolaguajira.com/index.php/judicial/71-judiciales-local/45581-asesinado-lider-de-comunidad-wayuu
irene-perez-ruiz,Irene Perez Ruiz,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2017-04-28,Sucre,Santander,Líder comunitario,,Fue decapitada y tirada a las aguas del Río Cararé,,http://www.vanguardia.com/judicial/392483-mujer-fue-decapitada-en-santander-y-su-hijo-menor-esta-desaparecido
alberto-roman-acosta,Alberto Román Acosta,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-05-03,El Cerrito,Valle del Cauca,Líder sindical,Presidente Sintrainagro Guacarí,"Se encontraba en la cancha de fútbol La Saga, ubicada sobre la vía que del municipio de El Cerrito conduce al corregimiento de Rozo, fue objeto de un atentado sicarial al parecer por parte de un hombre conocido como “Monocuco” y un menor de edad quienes habrían disparado en repetidas ocasiones contra su humanidad.",,http://www.elpais.com.co/judicial/asesinan-a-lider-sindical-en-el-cerrito-valle.html; https://policia.gov.co/noticia/policia-captura-presuntos-homicidas-del-presidente-sintrainagro
nelson-miguel-fabra,Nelson Miguel Fabra Díaz,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-05-03,Las Córdobas,Córdoba,Líder comunitario,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
jhon-jaime-londono,Jhon Jaime Londoño Agudelo,NA,NA,NA,si,si,NA,NA,NA,NA,NA,NA,M,2017-05-04,Salgar,Antioquia,Líder comunal,,,,https://www.minuto30.com/con-un-cuchillo-fue-asesinado-un-hombre-de-50-anos-en-salgar/427691/
jorge-chantre-achipiz,Jorge Chantre Achipiz,si,si,si,NA,si,NA,NA,si,NA,NA,NA,M,2017-05-04,Mesetas,Meta,Líder indígena,,,,http://kaosenlared.net/colombia-asesinan-a-jorge-chantre-achipiz-secretario-del-cabildo-nasa-pueblo-nuevo/ http://www.eltiempo.com/colombia/cali/asesinan-a-lider-indigena-en-el-valle-del-cauca-84796
jaider-jimenez-cardona,Jáider Jiménez Cardona,NA,NA,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-05-07,Cali,Valle del Cauca,Líder comunitario,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
daniel-felipe-castro,Daniel Felipe Castro Basto,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-05-09,Corinto,Cauca,Líder indígena,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
argemiro-tovar,Argemiro Tovar,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-05-12,El Bagre,Antioquia,Líder campesino o agrario,Miembro,"La víctima se encontraba laborando como obrero en la construcción de la carretera que conduce de El Bagre al corregimiento Puerto López. Fue secuestrado el pasado 3 de mayo de 2017 por un grupo de hombres armados en el barrio Las Colinas, cabecera municipal de El Bagre, y posteriormente fue asesinado en el barrio Villa Bomba, cerca al acueducto municipal.",,https://www.prensarural.org/spip/spip.php?article21488
mario-andres-calle,Mario Andrés Calle Correa,si,si,si,si,si,NA,NA,si,NA,NA,NA,M,2017-05-14,Guacarí,Valle del Cauca,Líder campesino o agrario,,,,https://www.lahaine.org/mm_ss_mundo.php/asesinado-mario-andres-calle-correa
katherine-escalante-castilla,Katherine Escalante Castilla,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,F,2017-05-15,Palmas del Socorro,Santander,Líder comunitario,Miembro de la Defensa Civil de Aguachica,"El asesinato fue cometido por un soldado, quien después de una discusión la golpeó con un hacha y la sepultó en una fosa en zona rural del municipio de Palmas del Socorro, Santander",,http://www.vanguardia.com/judicial/400894-asi-fue-el-crimen-de-la-lider-de-la-defensa-civil-en-santander
jhoan-felipe-yatacue,Jhoan Felipe Yatacue Vargas,si,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2017-05-16,Corinto,Cauca,Líder comunitario,,,,http://www.onic.org.co/comunicados-regionales/1852-autoridades-indigenas-de-huellas-caloto-rechazan-la-muerte-del-comunero-jhoan-felipe-yatacue-vargas
jose-reyes-guerrero,José Reyes Guerrero Gaitán,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2017-05-17,Chiringuaná,Cesar,Líder comunitario,Ganadero,"Le propinaron seis impactos de arma de fuego, dos de ellos en la cabeza y los demás en las extremidades superiores, inferiores y en la espalda",,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
alvaro-arturo-tenorio,Álvaro Arturo Tenorio Cabezas,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2017-05-19,Maguí Payán,Nariño,Líder indígena,"Miembro de Movimiento Étnico y Popular del Pacífico, de la Coordinación Nacional de Cultivadores de Coca Amapola y Marihuana, y del Movimiento Político y Social Marcha Patriótica en Nariño.","El líder se encontraba en su cada en Magui Payán, un par de desconocidos lo mandaron a llamar porque lo necesitaban “Álvaro Arturo se dirigió al sitio de la reunión con sus dos hermanos y en el sitio Bocas de Guilpi, sobre el rio Patía, los desconocidos dispararon sus armas de fuego en contra de su humanidad” -informe de la Comisión de Derechos Humanos de Marcha Patriótica.",,http://pacifista.co/atencion-asesinan-de-10-disparos-a-dirigente-campesino-en-narino/?fbclid=IwAR3QzajNA1-2RtUjFY1bi9yFP5mWXT8LOccWpxjfJY_5IW5YBaywZYQF5X0; http://hsbnoticias.com/noticias/judicial/en-magui-balean-reconocido-lider-307314
edenis-barrera-benavides,Edenis Barrera Benavides,si,NA,NA,si,si,NA,NA,si,NA,NA,NA,F,2017-05-21,Aguazul,Casanare,Líder comunitario,Voluntaria de la Defensa Civil,"El cadáver de la mujer fue hallado por ciclistas que se movilizaban el domingo alrededor de las 6:00 de la mañana, con muestras de violencia y semidesnuda; con heridas de arma blanca a la altura del pecho y el abdomen, además empalada y con material vegetal en su zona íntima",,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf; http://www.semana.com/nacion/articulo/atroz-asesinato-de-edenis-barrera-benavides-lider-social-de-casanare/519169; http://prensalibrecasanare.com/judicial/26048-asesino-de-voluntaria-de-la-defensa-civil-edenis-barrera-fue-condenado-a-32-asos-de-cbrcel.html
segundo-victor-castillo,"Segundo Víctor Castillo
",si,si,NA,si,si,NA,NA,si,NA,NA,NA,M,2017-05-24,Tumaco,Nariño,Líder afrodescendiente,,,,https://somosdefensores.org/images/informe-semestral-enero-junio-2017-SIADDHH.pdf
